ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0050808,synapse organization,152/5224,419/18800,7.971354010175096e-5,0.004201332075403479,0.0033455922959539958,26045/4774/1282/23114/1287/1946/5728/2561/23085/5978/7058/3556/5064/2047/7855/998/221935/23363/27253/53942/2049/288/55906/9118/55209/51225/6376/85461/8936/2534/5021/1812/2915/22866/1605/5789/257194/57679/54413/10497/1826/147381/26052/1139/5621/83992/3913/5217/26280/57497/9423/9758/4734/25/170506/783/55638/7534/4916/200933/378/120892/27185/8499/23557/729956/87/23657/51804/23184/2066/10082/345651/8831/388336/999/323/643866/5818/4131/80863/4915/4038/782/6620/23316/10507/84189/1639/387/3084/23181/5048/2823/2316/27020/26037/9378/43/831/3706/5100/347902/63827/3586/1432/119/784/575/1201/8536/1821/55203/8128/26115/40/10611/2043/51104/10810/9148/139065/4884/5663/2555/58489/3480/60/71/382/1399/1742/347730/10243/1942/728/1141/785/158038/9499/2554/6386/2895/56130/25791/22865/4208/627/2017/4009/23284/56126,152
BP,GO:0032388,positive regulation of intracellular transport,80/5224,198/18800,8.002745395323699e-5,0.004201332075403479,0.0033455922959539958,7531/2932/5295/55294/6653/3458/57214/80055/7855/998/208/9495/288/30846/51100/3952/2534/51496/64328/27113/5621/79567/6844/11052/10657/26229/5599/125170/4734/4478/10178/26119/5296/23557/55696/11235/10425/26154/7323/11132/1660/79752/123264/340146/128637/11261/5566/54741/51128/999/4641/5962/161291/2316/8314/4947/22902/1432/8536/3059/5071/57506/53407/9695/5743/9531/2737/25930/983/4836/5663/118426/1601/5174/4088/9847/9777/6934/22885/5587,80
BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,29/5224,55/18800,8.051374581547815e-5,0.004201332075403479,0.0033455922959539958,7422/4015/56034/1464/25976/65009/5155/55512/5795/5159/59338/5154/5781/7763/5771/25/84159/8826/9370/8879/9146/5770/64651/5156/80310/8013/2152/2241/5782,29
BP,GO:0006984,ER-nucleus signaling pathway,25/5224,45/18800,8.078211397938919e-5,0.004201332075403479,0.0033455922959539958,2932/55294/3638/84919/11160/22937/488/54870/55161/6720/10551/1965/5771/10018/8440/10162/51043/51360/22926/51141/5770/666/8720/9451/3309,25
BP,GO:0016358,dendrite development,91/5224,231/18800,8.233268224093441e-5,0.004247161535111617,0.003382087075365727,23426/4135/5728/2932/3397/55079/51473/26039/2332/4139/23380/3688/2047/4130/5592/998/221935/23363/473/2049/22849/53335/51225/2534/8577/10498/84079/5789/1826/3196/26052/1139/26258/10006/5530/10371/9693/9423/8301/23373/4734/25/170506/23327/378/120892/27185/8499/8440/50807/10642/114788/8831/4131/4038/54942/23316/10507/1608/387/23181/5048/25830/26037/3706/54149/64689/8536/3918/26115/57118/10611/2043/1952/4168/9148/9344/5663/1996/6801/23271/382/1399/1742/1942/1141/1523/4205/5764/25791/4208,91
BP,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,60/5224,140/18800,8.748294508569978e-5,0.004447364059234522,0.0035415117555183456,9111/7965/1654/5728/57561/51256/139285/23142/9759/55294/54838/329/55743/91947/57599/405/7321/92369/51588/57162/5601/54602/79139/6502/23640/131377/120892/8915/148022/144165/10010/5716/9112/57761/10318/166979/25898/85453/54165/648/80762/857/55215/672/5071/284/26354/754/330/9646/26191/25950/84930/29979/83932/55208/56254/3309/84259/331,60
BP,GO:0043434,response to peptide hormone,147/5224,404/18800,8.783399251721579e-5,0.004447364059234522,0.0035415117555183456,1281/1277/6775/858/677/2200/4040/2932/4023/5295/3638/85569/1373/6653/23411/890/7832/2650/376267/760/2549/22937/208/3158/2885/10626/7297/6599/3952/490/1909/6720/5021/6198/1605/186/2475/55777/5251/2771/201475/5781/1910/54832/2660/1395/5305/8651/1979/1019/4929/6844/9021/8893/81565/5771/847/51763/7079/4644/5296/183/6464/7352/5584/8660/8396/2729/54328/6517/11132/51043/9734/9370/3716/8615/3667/57761/64710/54741/2887/28999/10890/4221/51141/114882/4641/4131/54206/3718/5458/57727/25948/2690/1027/5968/5167/2101/857/10999/5770/2888/51762/5829/3586/1432/6774/5872/5579/2529/10726/1385/6272/3481/5743/3488/5319/9852/10768/5290/64506/7253/2805/23038/139596/1490/55198/132864/6772/5925/3480/9847/328/694/2308/89766/8473/5970/57085/8013/8835/6431/6667/7532/2241/130399/634,147
BP,GO:0001667,ameboidal-type cell migration,171/5224,480/18800,8.962909084923398e-5,0.004447364059234522,0.0035415117555183456,6091/7422/56999/2348/1839/5728/6678/8817/27161/5168/10000/3397/9448/55294/23411/3670/6781/3458/22846/154796/493/10982/23500/9314/411/23380/3688/340719/998/4017/55920/5467/5155/7042/54453/199953/54566/1909/253943/5291/2013/186/2475/2821/5781/116150/1910/1803/5308/5979/7026/23473/161742/5217/2191/10371/388/5293/90/51421/7763/54567/80031/6662/25/84159/57381/5339/183/375056/4856/11235/8826/10501/2697/8754/8766/4763/9734/4851/7857/65979/9647/374969/2066/6722/28984/196740/154810/6915/57715/55333/83881/7145/4627/5578/2523/1634/90627/10507/10563/387/10505/286204/949/2246/8879/54910/5048/1954/7264/5829/6239/2113/9530/8929/575/5872/1201/10509/1003/9350/57111/64094/284/5025/5743/3091/5290/9037/91862/5613/25930/5581/3357/51057/57669/3849/306/55198/25960/25865/60626/57556/285/382/9590/9404/91/6868/4215/7048/1942/23616/27302/5586/2252/5629/10500/5764/5879/6663/4208/6667/29775/889/2752/2241/130399/5587/634,171
BP,GO:0001952,regulation of cell-matrix adhesion,54/5224,123/18800,8.966932390322511e-5,0.004447364059234522,0.0035415117555183456,7422/340533/10979/1946/3987/5728/1021/2932/5295/9448/56940/1307/8573/4771/55920/3175/4680/342184/90102/54453/6376/5795/5291/2013/9748/1605/5921/22998/25/27185/7414/4763/9647/56477/5054/2523/387/7264/1236/57662/1029/1845/9480/51057/57669/3204/4088/71/395/6281/7402/2824/5879/948,54
BP,GO:0035592,establishment of protein localization to extracellular region,130/5224,351/18800,8.971829780646476e-5,0.004447364059234522,0.0035415117555183456,9515/1946/3479/4760/64175/9324/3670/5978/51092/3458/376267/6566/1268/55691/22820/55585/5007/9572/3156/143425/5467/79971/7432/5127/7042/7447/3952/6720/26056/818/91543/23607/201475/5781/10497/6860/1910/26258/5530/10802/222546/2281/11069/5481/2029/399979/10972/131177/23400/51172/375056/8660/150/9501/4856/388552/26154/8864/11132/8754/51030/5019/7857/9230/322/6400/3767/374969/6659/9545/201158/3667/55204/5991/23086/10890/128989/7273/3996/5798/6804/2746/80223/6616/173/4087/63941/5048/5715/43/338442/1815/51762/6288/5872/57333/3993/5071/3596/5894/64840/56262/5319/3091/4074/57393/25930/5581/169026/10307/3651/51714/3123/3172/153339/11315/382/1595/90550/116/5125/2182/22841/6934/84315/90007/406/2752/130399/18,130
BP,GO:0120162,positive regulation of cold-induced thermogenesis,45/5224,98/18800,9.371382645790555e-5,0.004561036858080328,0.0036320313415097796,7422/1734/56034/5565/2180/2827/4237/23135/7067/3952/5021/10891/133522/55818/2628/2167/5618/64641/2697/8864/4849/51043/3662/9370/2887/857/79071/43/8929/2104/3596/7253/115209/3606/55198/153/3480/155/116/8473/1051/2778/6588/2034/948,45
BP,GO:0018394,peptidyl-lysine acetylation,75/5224,184/18800,9.408657636963693e-5,0.004561036858080328,0.0036320313415097796,54556/54799/9643/6877/23411/3670/51105/10933/23522/8202/3976/4089/54107/2033/79829/10626/55209/80314/7994/8520/57609/10891/5187/114799/6688/9474/4654/23338/9767/93624/26122/4297/5563/322/3662/6659/8464/28999/3054/4842/4801/4674/6874/10902/4802/6883/23181/64769/27154/672/50943/7862/408/6885/138474/23741/6944/4300/56943/8648/54934/60/11315/9913/80218/51230/6418/8473/55683/10943/79960/6879/284058/27097/26036,75
BP,GO:0032868,response to insulin,100/5224,259/18800,9.465786391077458e-5,0.004561036858080328,0.0036320313415097796,858/677/2932/4023/5295/3638/85569/6653/23411/2650/376267/2549/22937/208/3158/2885/6599/3952/490/6720/6198/2475/2771/201475/5781/54832/2660/5305/8651/1979/1019/6844/9021/81565/5771/847/51763/4644/5296/183/6464/7352/5584/8660/8396/2729/6517/11132/51043/9734/9370/8615/3667/57761/64710/2887/28999/10890/51141/114882/4641/54206/5458/57727/25948/2690/5167/2101/10999/5770/2888/51762/3586/1432/5872/5579/2529/6272/3481/5319/9852/5290/64506/2805/23038/139596/55198/132864/6772/5925/3480/9847/2308/8473/6431/6667/7532/2241/130399/634,100
BP,GO:0051090,regulation of DNA-binding transcription factor activity,162/5224,452/18800,9.606111639023793e-5,0.004561036858080328,0.0036320313415097796,7422/4040/4760/6446/5728/7128/64581/84662/8600/3397/9759/90268/90933/23085/7187/10987/133746/23411/367/56998/3556/4919/8320/1896/9314/5602/440275/2033/5927/8887/55906/6788/11074/2177/6376/8322/4591/10891/92140/959/219790/4615/51588/57162/3399/5621/5601/5530/6688/133522/121268/149951/55182/7027/847/5599/23373/4808/79800/28996/84159/183/409/8915/150372/5584/148022/602/5292/317761/9175/85363/5716/1660/55859/6722/51360/11261/28984/10221/11213/10206/4221/51341/10616/5458/4923/23678/4762/9969/54101/84433/1147/51389/5167/4294/6883/56919/7292/857/25855/2316/63973/2307/84166/79918/3586/6774/2319/114609/50943/54106/55655/5579/3059/1029/57506/9830/5727/408/3654/9181/4792/5319/57118/2737/6885/222166/5516/54583/3606/306/6424/10211/25865/7726/55367/136319/5925/56849/10346/4088/11315/8323/10542/25950/2175/7037/2672/22954/5970/5629/6597/6934/9908/51684/4824/55914/2241/948/3304/5587,162
BP,GO:0048880,sensory system development,142/5224,389/18800,9.65524677105501e-5,0.004561036858080328,0.0036320313415097796,1282/1290/7422/1289/1295/491/2200/4760/204851/357/170692/1641/64919/341640/2202/3670/578/5087/6094/493/9314/5915/2047/7855/4771/221935/23363/5146/4237/10765/2782/7042/8322/10252/490/5159/4853/775/1181/25932/5145/55714/1826/5308/147912/5979/161742/3913/167153/10371/4284/639/5916/123016/54567/6662/57030/28996/57381/6015/5584/388552/55636/25945/85015/2697/10763/4763/658/23657/65979/56853/7431/23094/10220/4810/128637/4212/6498/6722/6010/22926/196740/157506/5818/25987/3985/23322/5458/4915/1027/58158/84189/10586/286204/2823/6664/43/130916/2296/84465/55184/6774/6096/8929/835/6247/4094/124842/23554/2254/3091/10370/7068/2737/11023/79977/6497/131544/10818/7275/51057/84678/5156/5663/4088/5090/7020/114789/22882/7048/2321/7111/118427/5629/6597/6654/10218/4211/6670/4286/57045,142
BP,GO:0035601,protein deacylation,56/5224,129/18800,9.747109940051926e-5,0.004561036858080328,0.0036320313415097796,7422/9643/10434/9759/23411/5978/10933/3458/90665/2033/5927/57805/6421/4837/91748/6720/23186/5187/161742/817/122953/5599/1107/84525/127018/120892/23408/55170/8864/5563/51043/9734/9112/11176/23410/11107/6839/25855/2316/50943/51547/22933/11076/55347/6497/51104/1859/26090/25865/58489/2005/8932/10943/57708/56271/5587,56
BP,GO:0031032,actomyosin structure organization,80/5224,199/18800,9.777988705236888e-5,0.004561036858080328,0.0036320313415097796,2006/70/10979/7168/5295/122786/8476/4089/3688/998/4771/23363/11214/22843/23136/50848/90102/54566/1073/5159/2475/7126/10529/79822/10391/5217/84978/22998/123016/51763/25/54822/5058/5339/2035/51778/29767/64097/4629/9647/51804/9948/54784/6722/28984/80206/7273/4627/7082/387/55561/5829/9530/3693/408/10398/3925/55616/3984/1490/57669/5156/4633/6242/55704/4088/71/55604/395/6281/7111/58/1901/27302/1466/5629/961/4205/5879/5573,80
BP,GO:1903828,negative regulation of protein localization,80/5224,199/18800,9.777988705236888e-5,0.004561036858080328,0.0036320313415097796,2932/10434/3638/5978/55691/4130/55968/3156/58476/7447/51225/6720/26056/7013/9750/91543/1495/51465/5781/6860/54602/5530/2664/6688/10391/2281/8301/51715/51763/131177/23327/120892/150/4856/55432/4763/9647/3767/9370/3667/11261/54741/89958/598/88455/26524/80223/56246/9258/80762/5715/5569/1815/57120/9530/5071/29969/23245/284/9531/137886/8724/112609/51104/8650/58489/1601/10956/11315/382/1595/9478/51009/90007/2824/51684/580/130399/948/54585,80
BP,GO:0050767,regulation of neurogenesis,133/5224,361/18800,9.861783054424261e-5,0.004561036858080328,0.0036320313415097796,6091/6356/7422/1946/4135/5728/6993/3397/55079/5324/26039/6653/5978/5361/3976/3458/23405/23500/51726/84376/23462/4771/23363/57611/9572/85458/6376/1620/7074/79727/57609/2915/10154/84079/1605/5789/2475/23493/1495/6692/23529/6860/1826/3196/23013/5530/2664/10371/84630/9693/65078/85440/7976/81565/9423/54567/80031/170506/2803/4916/27185/5584/283659/4821/55636/10501/4099/2670/8864/9175/8766/4763/4851/5362/51441/6498/6722/1949/8831/23111/57715/4131/5458/4915/4038/23566/7732/23316/10507/10505/9798/54910/5048/6664/27020/1954/22902/3706/7161/64689/10509/8153/22933/57698/7133/3091/2737/11023/9037/27339/6497/2043/4168/6049/9148/3984/54626/55198/8650/5663/57556/4673/1523/9241/22954/10500/5764/6663/406/627/9706/6009/3981,133
BP,GO:0008016,regulation of heart contraction,84/5224,211/18800,9.919985601498586e-5,0.004561036858080328,0.0036320313415097796,491/1839/7531/7168/808/3670/6781/493/100/488/1525/1573/7042/4193/481/7067/490/1909/6720/186/775/6262/57731/23493/30819/55800/287/1824/1910/10371/51130/2281/817/10060/5144/783/146/6271/183/84525/10539/1829/1756/2697/27129/8862/6330/477/3768/5999/8654/3760/5566/4842/4878/153396/857/2946/2316/796/10052/6331/6327/10021/5025/81033/7068/3759/1490/801/3752/3781/153/4633/10699/10659/776/10142/23704/27302/4205/23171/2034/5350,84
BP,GO:1903829,positive regulation of protein localization,160/5224,446/18800,1.0022032508320242e-4,0.00457480548671165,0.0036429955350198526,25921/10979/3479/7531/2932/84662/5295/55294/6653/3670/3976/3458/493/57214/54984/55691/3688/7855/4130/998/23636/208/5007/9495/5467/288/79971/25937/51100/7042/7447/3952/79608/2534/10551/51496/23607/64328/27113/10497/5621/5357/10391/6769/10802/222546/79567/6844/5481/26229/5599/125170/4478/10178/10972/5296/23400/2035/5584/8660/9501/55696/11235/10425/65267/26154/7323/11132/8754/5563/5019/57787/6526/55166/322/79752/123264/340146/59353/23184/6659/83666/9868/2066/11261/5566/54741/55204/51128/23086/999/7273/4641/3985/2746/4038/5962/161291/10694/2316/27020/8314/4947/5715/43/22902/338442/1432/1201/8536/3059/5071/57506/3596/56262/9695/5743/5319/9531/3091/2737/9451/26354/6711/636/25930/5581/169026/10307/51104/163/983/3651/3123/4836/5663/58489/5174/55704/4088/9847/11315/382/1742/90550/10542/9777/7037/2182/6950/6934/27032/908/29775/23171/2752/18/22885/5587/85459,160
BP,GO:0016573,histone acetylation,69/5224,167/18800,1.0777561748579004e-4,0.004884544949623842,0.003889646345351821,54556/54799/9643/6877/23411/3670/51105/10933/23522/8202/3976/4089/54107/2033/79829/10626/55209/80314/7994/8520/10891/5187/6688/9474/4654/23338/9767/93624/26122/4297/322/3662/8464/3054/4842/4801/4674/6874/10902/4802/6883/64769/27154/672/50943/7862/408/6885/138474/23741/6944/4300/56943/8648/54934/60/11315/9913/80218/51230/6418/8473/55683/10943/79960/6879/284058/27097/26036,69
BP,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,135/5224,368/18800,1.0973614406021209e-4,0.004938126482709544,0.003932314232840747,1281/858/1278/2348/10979/2200/4015/92/9315/3397/8239/2022/6653/23411/56940/494470/4089/348093/57178/2353/9110/2033/3175/55512/25937/7042/5796/10252/3547/3248/10923/4853/51496/7321/3096/2660/23089/161742/203100/6688/860/90/5045/2297/25/28996/9688/1761/409/9863/4856/10468/8516/7323/8754/658/4851/10637/9958/7431/10220/2530/6498/57552/23111/4221/10454/199699/51341/94031/2627/26524/55997/390598/51701/4087/286204/857/6664/57154/1954/5829/1432/6774/4012/1003/3693/9350/64081/10816/2254/10370/8852/6711/6885/255743/9480/6497/402117/3696/55198/6424/644815/3172/1601/4088/9372/27250/64398/4090/11030/5654/9404/23090/114990/91/6868/3516/7048/3491/651/9241/27302/6386/392255/80139/174/3694/3309/57045/130399/26036/331/753/9197,135
BP,GO:0046328,regulation of JNK cascade,60/5224,141/18800,1.1143470159830767e-4,0.004979247758037058,0.003965059804832296,9618/8600/9448/7187/10987/56940/2898/344558/2047/998/6788/51339/85458/4317/23239/80824/4615/5187/23005/10371/57551/57630/6363/28996/142679/4217/260425/10114/4221/64853/55504/4878/4296/9258/4294/5609/5048/1236/2122/401265/114609/54106/5071/29969/1845/91862/222166/1490/9344/3480/27250/140885/10771/4671/26191/6504/8324/6386/331/22881,60
BP,GO:0018210,peptidyl-threonine modification,54/5224,124/18800,1.1630923965084757e-4,0.005160714164927468,0.004109564595686922,204851/2932/808/65125/8658/8476/3093/57214/56288/2590/2475/8693/161742/27347/84630/817/90/147746/566/2589/5599/51763/2591/54541/28996/120892/5470/7786/65267/1116/9943/114805/5566/10114/5578/51701/4294/1457/55561/2011/5579/22933/9149/285203/1859/983/801/25865/91/7048/51719/219736/8444/5587,54
BP,GO:0071375,cellular response to peptide hormone stimulus,111/5224,294/18800,1.1806841542896786e-4,0.005187234845377212,0.004130683465274873,858/677/2200/2932/4023/5295/3638/1373/6653/23411/890/376267/760/2549/208/3158/2885/7297/6599/3952/490/1909/6720/6198/186/55777/2771/201475/5781/2660/1395/5305/8651/1979/1019/4929/6844/9021/81565/5771/51763/4644/5296/183/6464/5584/8660/8396/2729/54328/6517/11132/51043/9734/9370/3716/8615/3667/57761/64710/54741/2887/10890/4221/51141/114882/4641/4131/54206/3718/5458/57727/2690/5167/2101/857/10999/5770/2888/51762/5829/6774/5872/5579/2529/3481/5319/10768/5290/64506/7253/2805/23038/55198/132864/6772/5925/3480/9847/328/2308/89766/8473/5970/57085/8013/8835/6667/7532/2241/634,111
BP,GO:0006402,mRNA catabolic process,91/5224,233/18800,1.1854200986283619e-4,0.005187234845377212,0.004130683465274873,9924/8531/677/27161/1618/6041/2332/27327/23185/7832/23034/192669/3182/340719/9967/10492/7432/22849/167227/26135/54915/5436/253943/80153/23049/3183/4615/9337/7538/57472/65110/2107/167153/27254/23112/170506/9513/221662/10758/4904/55603/9939/4849/26058/1660/84305/4343/8087/7431/54855/10642/26019/51441/51154/55149/5578/9567/2521/129563/7812/79048/1432/114609/5317/23381/9775/6499/25804/131870/678/255967/7356/149041/23367/23318/9652/1996/4686/9887/328/22882/284071/55629/54464/9698/10247/57819/55110/23589/54542/3304,91
BP,GO:0009306,protein secretion,129/5224,350/18800,1.2187532020074051e-4,0.005296567853929442,0.004217747202332764,9515/1946/3479/4760/64175/9324/3670/5978/51092/3458/376267/6566/1268/55691/22820/55585/5007/9572/3156/143425/5467/79971/7432/5127/7042/7447/3952/6720/26056/818/91543/23607/201475/5781/10497/6860/1910/26258/5530/10802/222546/2281/11069/5481/2029/399979/10972/131177/23400/51172/375056/8660/150/9501/4856/388552/26154/8864/11132/8754/51030/5019/7857/9230/322/6400/3767/374969/6659/9545/201158/3667/55204/5991/23086/10890/128989/7273/3996/5798/6804/2746/80223/6616/4087/63941/5048/5715/43/338442/1815/51762/6288/5872/57333/3993/5071/3596/5894/64840/56262/5319/3091/4074/57393/25930/5581/169026/10307/3651/51714/3123/3172/153339/11315/382/1595/90550/116/5125/2182/22841/6934/84315/90007/406/2752/130399/18,129
BP,GO:0198738,cell-cell signaling by wnt,162/5224,454/18800,1.235650362267147e-4,0.005333470441214318,0.004247133361176015,1277/26959/81839/2348/10979/1654/4040/1455/3836/5728/139285/10927/2932/7128/79412/51444/5495/90268/2309/51473/3670/4139/9736/56998/65125/8658/4919/1896/23500/151195/9314/7855/998/54994/23002/55681/57805/55716/79971/1456/25937/23399/6788/51339/51527/85458/440193/8322/7074/1909/2776/166336/152573/1500/219287/79705/387914/51588/1910/11211/1951/100113407/53944/4929/5916/55182/51421/1452/7976/2487/115908/6662/84100/25/120892/27185/3087/9863/2869/1363/83439/144165/5563/4851/80319/607/6789/5754/23184/6659/83786/10082/219771/2887/28999/154810/63923/388336/9580/205147/25987/26524/4038/55031/51701/6468/387/7090/857/2263/5499/1457/57154/2011/1432/84133/5071/64840/29969/2254/5218/2737/9037/8724/4772/6497/25930/1952/4300/6424/25960/5663/6801/9646/1601/4088/7091/8323/8324/3516/2308/284654/8932/9241/79960/79577/11063/6597/6934/6299/57680/79809/340419/5879/80139/6663/406/65062/4286/81847/331/22881,162
